id,clean_en,noisy_en,noise_type,corrected_en
bf_175,And one of them was my friend who had serious problems with her health.,"Nd ose of,them yas my friend who had erious problems with her heath.",braille_corruption,
bf_176,"To this day, I still remember what we studied that day in class.","To this day, I still remembe? what we studied that day nn class.",braille_corruption,
bf_177,"I had a good life in my country, but everything I got from my patients.","I ha a good life in my coumtry, but everything Ibgot from my patients.",braille_corruption,
bf_178,"But if the student is going to only learn things without knowing the concept, then no company is going to give an opportunity to that person because he does not know the concept of its related branch, so by this way it creates a problem in the future.","But if the studen: is going to only learn things wthout knowin the conce.t, then no companyis ging to gile an opportunity to that peron because he does not knowthe concept of its relate&  rach, so by this w?y it creates a problem in the future.",braille_corruption,
bf_179,"Third, the stone tower in the east coast is made in an unnatural way, also this tower is unusual in Europe so non Europeans might have made this tower.","Third, the ston ter in he east coaxt ismade in an unnatura way, also ths towervis unusual ?n Europeso/non europeans might have made this tower.",braille_corruption,
bf_180,"Secondly, it is an unfair action because it will effect the low-income American.","Secondly, it s an ufair action because it will effect the lowaincme Amuricad.",braille_corruption,
bf_181,The factories are increasingly emitting sulfur dioxide into the air every year.,The factories are increasing emittin sulfu dioxide into tha air every <ear.,braille_corruption,
bf_182,"It results in people more mature, strong and calm in front of problems in life, because they understand that problems go away and it depends on what kind of manner everybody looks at the face of the problem.","It results in peole mre maturel stong and cam +n front of prblems in lifeBec?use ""heyunderstand that problems go away ndit depends on what kind of manner everybody lomks at thezface of the poblem.",braille_corruption,
bf_183,"For example, work on a project.","For example, work o a profect.",braille_corruption,
bf_184,This space must change into a garden.,This spae must change ifta a garden.,braille_corruption,
bf_185,"However, people exist that think when people have forty years over an older person.","However, p*ople exst tha thin when pople have forty year over anolder pers:n.",braille_corruption,
bf_186,"It is worthy to note that not every body will succeed when taking a risk, but that is not enough to deter anybody who wishes to take one.","It s worthy to note tat not every body wll succeed when taking a risk, but that is not enough to deter anybody wo wishes to tak one.",braille_corruption,
bf_187,"Apparently, I got a friend in Japan, his name is Tomo.","Ap!arently, zi got a friend in Jaban, hi? nam is Tomo.",braille_corruption,
bf_188,"When they do some work, they think they have to finish work in time.","Hen they do sme work, !hey think thuy have !o fnish wor in tim.",braille_corruption,
bf_189,"With the gasoline tax rising, it would entice the vehicle company to make more cars to sell to people.","Wth th$ gasoline tax risng, it would entice the ?(hicle company o make more carr to se*l to people.",braille_corruption,
bf_190,"Ignorance of striped bass will abbreviate our earnings, also it has some astonishing effects on our health.","Ign>ranc? of striped bas will abbreviate :ur earnings, also it has some astonishig effects on our health.",braille_corruption,
bf_191,Maybe they have some disadvantages in humanity.,Maybe they have some disadvantage$ in ?umanity.,braille_corruption,
bf_192,"In the lecture, the zebra mussel is not really a serious threat that has been proven.","In the lecture, the ebra mussel i not rely a""serious thrat that has be? pr?ven.",braille_corruption,
bf_193,I think it will be lost.,I thinkit will be lost.,braille_corruption,
bf_194,I expect humans can make new material to replace gas but it is very difficult.,I expect humans can make new mterialoto replace gas but it i? very ifficult.,braille_corruption,
bf_195,Ideas and motives for the war are more important to know because from them one might draw some conclusions and it might change something inside the student.,Ieas and motives for the war are more imlortant wo know 'ecause frm them one might drawsome conclsions and it might change something inside the tudent.,braille_corruption,
bf_196,"Everything is possible, which we ca n't imagine.","Everything is possible, which w: ca n't magine.",braille_corruption,
bf_197,"Although there are some rules to protect young people, such as age limits for movies and previews reviewing the bad aspects of programs before they air, the rules are only made for little kids, not young people like those in high school or universities.","Although thre hre bome rules to protet young people, suceas !ge limits for ovies andpreviews revieing thx bad aspets of programs before they air, the rules are only made for little kds, not young pple like thos- in high school or universi)ies.",braille_corruption,
bf_198,"However, the fact that most of the time they do not reflect the actual quality of a product decreases the reliability of the advertisements.","However, the actthat most of the time th)y do not reflect th"" actual qality o a proxuct decrecse the reliabil)t of the advertisements.",braille_corruption,
bf_199,We seem to have a lot of problems with those even though we have better materials than we did in the past.,We seem o have a lot of poblems wiop those even though we hwve etter materials than we did in th ast,braille_corruption,
bf_200,"We can be fatalist and say that with the developing of the third world, the problem will worsen.","Weca? .e fatalist np tay that with the(?eveloping of the hird world, the prolem will woren.",braille_corruption,
