id,clean_en,noisy_en,noise_type,corrected_en
lu_0341,Listen!—In this case …,"Li/56,-,9 ? case 444",ueb_g2_decode,"Li/56,-,9 ? case 444"
lu_0342,"""teach-in""",8t1*-90,ueb_g2_decode,8t1*-90
lu_0343,IN-DEPTH,",,9-,Dep?",ueb_g2_decode,",,9-,Dep?"
lu_0344,"(""In no way."")","""<8,9 no way40"">",ueb_g2_decode,"""<8,9 no way40"">"
lu_0345,<in file>,`<9 file`>,ueb_g2_decode,`<9 file`>
lu_0346,in/out,9_/|t,ueb_g2_decode,9_/|t
lu_0347,"Come in, stay in.",Come in1 /ay in4,ueb_g2_decode,Come in1 /ay in4
lu_0348,"""In any case""",8In any case0,ueb_g2_decode,8In any case0
lu_0349,It was enough–more than enough.,"X 0 5,-m ?an 5|<4",ueb_g2_decode,"X 0 5,-m ?an 5|<4"
lu_0350,We had enough–5.,"We _h 5,-54",ueb_g2_decode,"We _h 5,-54"
lu_0351,Take enough.,Take 5|<4,ueb_g2_decode,Take 5|<4
lu_0352,beatitude,2atitude,ueb_g2_decode,2atitude
lu_0353,Beatrice,",2atrice",ueb_g2_decode,",2atrice"
lu_0354,become,2come,ueb_g2_decode,2come
lu_0355,begonia,2gonia,ueb_g2_decode,2gonia
lu_0356,behemoth,2hemo?,ueb_g2_decode,2hemo?
lu_0357,being,2+,ueb_g2_decode,2+
lu_0358,beneficent,2nefic5t,ueb_g2_decode,2nefic5t
lu_0359,beta,2ta,ueb_g2_decode,2ta
lu_0360,first-begotten,f/-2gott5,ueb_g2_decode,f/-2gott5
lu_0361,air-conditioned,air-3di;n$,ueb_g2_decode,air-3di;n$
lu_0362,concept,3cept,ueb_g2_decode,3cept
lu_0363,congress,3gress,ueb_g2_decode,3gress
lu_0364,control,3trol,ueb_g2_decode,3trol
lu_0365,re-connect,re-3nect,ueb_g2_decode,re-3nect
lu_0366,disaster,4a/},ueb_g2_decode,4a/}
lu_0367,disco,4co,ueb_g2_decode,4co
lu_0368,dishonest,"4h""o/",ueb_g2_decode,"4h""o/"
lu_0369,dislike,4like,ueb_g2_decode,4like
lu_0370,dissect,4sect,ueb_g2_decode,4sect
lu_0371,distance,4t.e,ueb_g2_decode,4t.e
lu_0372,self-discipline,self-4cipl9e,ueb_g2_decode,self-4cipl9e
lu_0373,beckon,beckon,ueb_g2_decode,beckon
lu_0374,been,be5,ueb_g2_decode,be5
lu_0375,belligerent,bellig}5t,ueb_g2_decode,bellig}5t
lu_0376,benefit,b5efit,ueb_g2_decode,b5efit
lu_0377,best,be/,ueb_g2_decode,be/
lu_0378,bethel,be!l,ueb_g2_decode,be!l
lu_0379,better,bett},ueb_g2_decode,bett}
lu_0380,unbecoming,unbecom+,ueb_g2_decode,unbecom+
lu_0381,conch,con*,ueb_g2_decode,con*
lu_0382,cone,"c""o",ueb_g2_decode,"c""o"
lu_0383,coneys,"c""oys",ueb_g2_decode,"c""oys"
lu_0384,inconvenient,9conv5i5t,ueb_g2_decode,9conv5i5t
lu_0385,disc,disc,ueb_g2_decode,disc
lu_0386,dish,di%,ueb_g2_decode,di%
lu_0387,dishevel,di%evel,ueb_g2_decode,di%evel
lu_0388,dispirited,di_s$,ueb_g2_decode,di_s$
lu_0389,disulphide,disulphide,ueb_g2_decode,disulphide
lu_0390,indistinct,9di/9ct,ueb_g2_decode,9di/9ct
lu_0391,"""Belinda!""","8,2l9da60",ueb_g2_decode,"8,2l9da60"
lu_0392,'display will minimise','4play w m9imise',ueb_g2_decode,'4play w m9imise'
lu_0393,concave/convex,3cave_/convex,ueb_g2_decode,3cave_/convex
lu_0394,McConnell,McConnell,ueb_g2_decode,McConnell
lu_0395,O'Connor,O'Connor,ueb_g2_decode,O'Connor
lu_0396,MetroDisco,MetroDisco,ueb_g2_decode,MetroDisco
lu_0397,be'ave,be'ave,ueb_g2_decode,be'ave
lu_0398,be-stow,be-/{,ueb_g2_decode,be-/{
lu_0399,[be]hold,.<be.>hold,ueb_g2_decode,.<be.>hold
lu_0400,con(vey),"con""<vey"">",ueb_g2_decode,"con""<vey"">"
lu_0401,dis'armony,dis'>mony,ueb_g2_decode,dis'>mony
lu_0402,BeLinda,BeL9da,ueb_g2_decode,BeL9da
lu_0403,conCUR,"con,Cur",ueb_g2_decode,"con,Cur"
lu_0404,DisCORD,"Dis,Cord",ueb_g2_decode,"Dis,Cord"
lu_0405,DISlike,",Dis,'like",ueb_g2_decode,",Dis,'like"
lu_0406,Conn.,",3n4",ueb_g2_decode,",3n4"
lu_0407,cont,3t,ueb_g2_decode,3t
lu_0408,dist.,4t4,ueb_g2_decode,4t4
lu_0409,Belg,Belg,ueb_g2_decode,Belg
lu_0410,Con.,Con4,ueb_g2_decode,Con4
lu_0411,abbé,a2~/e,ueb_g2_decode,a2~/e
lu_0412,accept,a3ept,ueb_g2_decode,a3ept
lu_0413,account,a3.t,ueb_g2_decode,a3.t
lu_0414,acreage,acr1ge,ueb_g2_decode,acr1ge
lu_0415,affirm,a6irm,ueb_g2_decode,a6irm
lu_0416,aggressive,a7ressive,ueb_g2_decode,a7ressive
lu_0417,agreeable,agre1ble,ueb_g2_decode,agre1ble
lu_0418,areas,>1s,ueb_g2_decode,>1s
lu_0419,arpeggio,>pe7io,ueb_g2_decode,>pe7io
lu_0420,baccalaureate,ba3alaur1te,ueb_g2_decode,ba3alaur1te
lu_0421,beat,b1t,ueb_g2_decode,b1t
lu_0422,begging,be7+,ueb_g2_decode,be7+
lu_0423,borealis,bor1lis,ueb_g2_decode,bor1lis
lu_0424,bubble,bu2le,ueb_g2_decode,bu2le
lu_0425,bureau,bur1u,ueb_g2_decode,bur1u
lu_0426,Caribbean,C>i21n,ueb_g2_decode,C>i21n
lu_0427,caveat,cav1t,ueb_g2_decode,cav1t
lu_0428,create,cr1te,ueb_g2_decode,cr1te
lu_0429,creation,cr1;n,ueb_g2_decode,cr1;n
lu_0430,disease,41se,ueb_g2_decode,41se
lu_0431,doggone,"do7""o",ueb_g2_decode,"do7""o"
lu_0432,eggnog,e7nog,ueb_g2_decode,e7nog
lu_0433,epicurean,epicur1n,ueb_g2_decode,epicur1n
lu_0434,flaccid,fla3id,ueb_g2_decode,fla3id
lu_0435,genealogy,g51logy,ueb_g2_decode,g51logy
lu_0436,Hanseatic,Hans1tic,ueb_g2_decode,Hans1tic
lu_0437,head,h1d,ueb_g2_decode,h1d
lu_0438,Judaean,Juda1n,ueb_g2_decode,Juda1n
lu_0439,likeable,lik1ble,ueb_g2_decode,lik1ble
lu_0440,Liliaceae,Liliac1e,ueb_g2_decode,Liliac1e
lu_0441,lineage,l91ge,ueb_g2_decode,l91ge
lu_0442,mecca,me3a,ueb_g2_decode,me3a
lu_0443,Minneapolis,M9n1polis,ueb_g2_decode,M9n1polis
lu_0444,Montreal,Montr1l,ueb_g2_decode,Montr1l
lu_0445,motheaten,mo?1t5,ueb_g2_decode,mo?1t5
lu_0446,muffin,mu69,ueb_g2_decode,mu69
lu_0447,Neapolitan,N1politan,ueb_g2_decode,N1politan
lu_0448,northeast,nor?1/,ueb_g2_decode,nor?1/
lu_0449,occupy,o3upy,ueb_g2_decode,o3upy
lu_0450,oceanic,oc1nic,ueb_g2_decode,oc1nic
lu_0451,oleaginous,ol1g9|s,ueb_g2_decode,ol1g9|s
lu_0452,orgeat,org1t,ueb_g2_decode,org1t
lu_0453,paean,pa1n,ueb_g2_decode,pa1n
lu_0454,pancreas,pancr1s,ueb_g2_decode,pancr1s
lu_0455,peaceable,p1c1ble,ueb_g2_decode,p1c1ble
lu_0456,peanut,p1nut,ueb_g2_decode,p1nut
lu_0457,rabbi,ra2i,ueb_g2_decode,ra2i
lu_0458,really,r1lly,ueb_g2_decode,r1lly
lu_0459,réchauffé,r~/e*au6~/e,ueb_g2_decode,r~/e*au6~/e
lu_0460,Seamus,S1mus,ueb_g2_decode,S1mus
lu_0461,Sean,S1n,ueb_g2_decode,S1n
lu_0462,seashore,s1%ore,ueb_g2_decode,s1%ore
lu_0463,Seattle,S1ttle,ueb_g2_decode,S1ttle
lu_0464,Sheffield,",%e6ield",ueb_g2_decode,",%e6ield"
lu_0465,sheriffs,%}i6s,ueb_g2_decode,%}i6s
lu_0466,speakeasy,sp1k1sy,ueb_g2_decode,sp1k1sy
lu_0467,tableau,tabl1u,ueb_g2_decode,tabl1u
lu_0468,tobacco,toba3o,ueb_g2_decode,toba3o
lu_0469,toreador,tor1dor,ueb_g2_decode,tor1dor
lu_0470,Yeats,Y1ts,ueb_g2_decode,Y1ts
lu_0471,afford,af=d,ueb_g2_decode,af=d
lu_0472,appear,appe>,ueb_g2_decode,appe>
lu_0473,arccosine,>ccos9e,ueb_g2_decode,>ccos9e
lu_0474,bacchanal,bac*anal,ueb_g2_decode,bac*anal
lu_0475,bear,be>,ueb_g2_decode,be>
lu_0476,beatitude,2atitude,ueb_g2_decode,2atitude
lu_0477,Beatrice,",2atrice",ueb_g2_decode,",2atrice"
lu_0478,cinéaste,c9~/ea/e,ueb_g2_decode,c9~/ea/e
lu_0479,coffee,c(fee,ueb_g2_decode,c(fee
lu_0480,dumbbell,dumbbell,ueb_g2_decode,dumbbell
lu_0481,'ead,'ead,ueb_g2_decode,'ead
lu_0482,east,ea/,ueb_g2_decode,ea/
lu_0483,ebb-tide,ebb-tide,ueb_g2_decode,ebb-tide
lu_0484,hideaway,hideaway,ueb_g2_decode,hideaway
lu_0485,idea(s),"idea""<s"">",ueb_g2_decode,"idea""<s"">"
lu_0486,Leander,Le&},ueb_g2_decode,Le&}
lu_0487,limeade,limeade,ueb_g2_decode,limeade
lu_0488,mah-jongg,mah-j;gg,ueb_g2_decode,mah-j;gg
lu_0489,man-eater,man-eat},ueb_g2_decode,man-eat}
lu_0490,pineapple,p9eapple,ueb_g2_decode,p9eapple
lu_0491,robb'd,robb'd,ueb_g2_decode,robb'd
lu_0492,saccharine,sac*>9e,ueb_g2_decode,sac*>9e
lu_0493,sea-green,sea-gre5,ueb_g2_decode,sea-gre5
lu_0494,sheriff's,%}iff's,ueb_g2_decode,%}iff's
lu_0495,snuff,snuff,ueb_g2_decode,snuff
lu_0496,sou'east,s|'ea/,ueb_g2_decode,s|'ea/
lu_0497,subbasement,subbase;t,ueb_g2_decode,subbase;t
lu_0498,theatre,!atre,ueb_g2_decode,!atre
lu_0499,CliffSide,CliffSide,ueb_g2_decode,CliffSide
lu_0500,EggHead,EggH1d,ueb_g2_decode,EggH1d
lu_0501,MacEACHEN,"Mac,Ea*5",ueb_g2_decode,"Mac,Ea*5"
lu_0502,SeaWorld,"Sea,_w",ueb_g2_decode,"Sea,_w"
lu_0503,TEAspoon,",Tea,'spoon",ueb_g2_decode,",Tea,'spoon"
lu_0504,deactivate,deactivate,ueb_g2_decode,deactivate
lu_0505,geanticline,geanticl9e,ueb_g2_decode,geanticl9e
lu_0506,preamble,preamble,ueb_g2_decode,preamble
lu_0507,reaction,reac;n,ueb_g2_decode,reac;n
lu_0508,antinode,ant9ode,ueb_g2_decode,ant9ode
lu_0509,arena,>5a,ueb_g2_decode,>5a
lu_0510,been,be5,ueb_g2_decode,be5
lu_0511,begin,2g9,ueb_g2_decode,2g9
lu_0512,be'ind,be'9d,ueb_g2_decode,be'9d
lu_0513,benefit,b5efit,ueb_g2_decode,b5efit
lu_0514,binary,b9>y,ueb_g2_decode,b9>y
lu_0515,binomial,b9omial,ueb_g2_decode,b9omial
lu_0516,Blakeney,Blak5ey,ueb_g2_decode,Blak5ey
lu_0517,Caen,Ca5,ueb_g2_decode,Ca5
lu_0518,casino,cas9o,ueb_g2_decode,cas9o
lu_0519,china,*9a,ueb_g2_decode,*9a
lu_0520,Chopin,",*op9",ueb_g2_decode,",*op9"
lu_0521,citizeness,citiz5ess,ueb_g2_decode,citiz5ess
lu_0522,deafen,d1f5,ueb_g2_decode,d1f5
lu_0523,denote,d5ote,ueb_g2_decode,d5ote
lu_0524,deny,d5y,ueb_g2_decode,d5y
lu_0525,disingenuous,49g5u|s,ueb_g2_decode,49g5u|s
lu_0526,double-entendre,d|ble-5t5dre,ueb_g2_decode,d|ble-5t5dre
lu_0527,e'en,e'5,ueb_g2_decode,e'5
lu_0528,Einstein,E9/e9,ueb_g2_decode,E9/e9
lu_0529,enceinte,5ce9te,ueb_g2_decode,5ce9te
lu_0530,engine,5g9e,ueb_g2_decode,5g9e
lu_0531,Enid,",5id",ueb_g2_decode,",5id"
lu_0532,enormous,5orm|s,ueb_g2_decode,5orm|s
lu_0533,equinox,equ9ox,ueb_g2_decode,equ9ox
lu_0534,faint,fa9t,ueb_g2_decode,fa9t
lu_0535,feminine,fem99e,ueb_g2_decode,fem99e
lu_0536,goin',go9',ueb_g2_decode,go9'
lu_0537,haven't,hav5't,ueb_g2_decode,hav5't
lu_0538,henna,h5na,ueb_g2_decode,h5na
lu_0539,Inc.,",9c4",ueb_g2_decode,",9c4"
lu_0540,incline,9cl9e,ueb_g2_decode,9cl9e
lu_0541,ingot,9got,ueb_g2_decode,9got
lu_0542,in's,9's,ueb_g2_decode,9's
lu_0543,into,9to,ueb_g2_decode,9to
lu_0544,maenad,ma5ad,ueb_g2_decode,ma5ad
lu_0545,Montenegro,Mont5egro,ueb_g2_decode,Mont5egro
lu_0546,phoenix,pho5ix,ueb_g2_decode,pho5ix
lu_0547,p(en),"p""<5"">",ueb_g2_decode,"p""<5"">"
lu_0548,p(in),"p""<9"">",ueb_g2_decode,"p""<9"">"
lu_0549,prenatal,pr5atal,ueb_g2_decode,pr5atal
lu_0550,queen,que5,ueb_g2_decode,que5
lu_0551,renew,r5ew,ueb_g2_decode,r5ew
lu_0552,self-induced,self-9duc$,ueb_g2_decode,self-9duc$
lu_0553,shut-ins,%ut-9s,ueb_g2_decode,%ut-9s
lu_0554,within,)9,ueb_g2_decode,)9
lu_0555,to-ing,to-9g,ueb_g2_decode,to-9g
lu_0556,Athens,A!ns,ueb_g2_decode,A!ns
lu_0557,benign,2nign,ueb_g2_decode,2nign
lu_0558,business,busi;s,ueb_g2_decode,busi;s
lu_0559,cringed,cr+$,ueb_g2_decode,cr+$
lu_0560,fenced,f;ed,ueb_g2_decode,f;ed
lu_0561,filename,"file""n",ueb_g2_decode,"file""n"
lu_0562,forenoon,=enoon,ueb_g2_decode,=enoon
lu_0563,Francene,Fr.ene,ueb_g2_decode,Fr.ene
lu_0564,lament,la;t,ueb_g2_decode,la;t
lu_0565,ménage,m~/enage,ueb_g2_decode,m~/enage
lu_0566,señor,se~}nor,ueb_g2_decode,se~}nor
lu_0567,toenail,toenail,ueb_g2_decode,toenail
lu_0568,Aix-en-Provence,Aix-en-Prov;e,ueb_g2_decode,Aix-en-Prov;e
lu_0569,Chou En-lai,",*| En-lai",ueb_g2_decode,",*| En-lai"
lu_0570,en route,en r|te,ueb_g2_decode,en r|te
lu_0571,"""Sudden!""",8Sudd560,ueb_g2_decode,8Sudd560
lu_0572,"""Comin'?""",8Com9'80,ueb_g2_decode,8Com9'80
lu_0573,linen…,l95444,ueb_g2_decode,l95444
lu_0574,bein',2in',ueb_g2_decode,2in'
lu_0575,foreword,=e~w,ueb_g2_decode,=e~w
lu_0576,misworded,mis~w$,ueb_g2_decode,mis~w$
lu_0577,sword,s~w,ueb_g2_decode,s~w
lu_0578,word-for-word,~w-=-~w,ueb_g2_decode,~w-=-~w
lu_0579,Wordsworth,",~wswor?",ueb_g2_decode,",~wswor?"
lu_0580,cannot,_c,ueb_g2_decode,_c
lu_0581,Germany,G}_m,ueb_g2_decode,G}_m
lu_0582,many-sided,_m-sid$,ueb_g2_decode,_m-sid$
lu_0583,dispirited,di_s$,ueb_g2_decode,di_s$
lu_0584,spirits,_ss,ueb_g2_decode,_ss
lu_0585,spiritual,_sual,ueb_g2_decode,_sual
lu_0586,theirs,_!s,ueb_g2_decode,_!s
lu_0587,SeaWorld,"Sea,_w",ueb_g2_decode,"Sea,_w"
lu_0588,underworld,"""u_w",ueb_g2_decode,"""u_w"
lu_0589,world-wide,_w-wide,ueb_g2_decode,_w-wide
lu_0590,worldly,_wly,ueb_g2_decode,_wly
lu_0591,day-by-day,"""d-by-""d",ueb_g2_decode,"""d-by-""d"
lu_0592,Dayton,",""dton",ueb_g2_decode,",""dton"
lu_0593,Friday,"Fri""d",ueb_g2_decode,"Fri""d"
lu_0594,G'day,"G'""d",ueb_g2_decode,"G'""d"
lu_0595,father-in-law,"""f-9-law",ueb_g2_decode,"""f-9-law"
lu_0596,fatherless,"""f.s",ueb_g2_decode,"""f.s"
lu_0597,grandfather,"gr&""f",ueb_g2_decode,"gr&""f"
lu_0598,acknowledge,"ac""kl$ge",ueb_g2_decode,"ac""kl$ge"
lu_0599,knowing,"""k+",ueb_g2_decode,"""k+"
lu_0600,Knowles,",""kles",ueb_g2_decode,",""kles"
lu_0601,well-known,"well-""kn",ueb_g2_decode,"well-""kn"
lu_0602,Gaylord,"Gay""l",ueb_g2_decode,"Gay""l"
lu_0603,lordosis,"""losis",ueb_g2_decode,"""losis"
lu_0604,lordship,"""l%ip",ueb_g2_decode,"""l%ip"
lu_0605,m'lord,"m'""l",ueb_g2_decode,"m'""l"
lu_0606,godmother,"god""m",ueb_g2_decode,"god""m"
lu_0607,mother-of-pearl,"""m-(-pe>l",ueb_g2_decode,"""m-(-pe>l"
lu_0608,motherly,"""mly",ueb_g2_decode,"""mly"
lu_0609,smother,"s""m",ueb_g2_decode,"s""m"
lu_0610,apartheid,"a""pheid",ueb_g2_decode,"a""pheid"
lu_0611,Bonaparte,"Bona""pe",ueb_g2_decode,"Bona""pe"
lu_0612,impartial,"im""pial",ueb_g2_decode,"im""pial"
lu_0613,part-time,"""p-""t",ueb_g2_decode,"""p-""t"
lu_0614,partake,"""pake",ueb_g2_decode,"""pake"
lu_0615,parterre,"""p}re",ueb_g2_decode,"""p}re"
lu_0616,party,"""py",ueb_g2_decode,"""py"
lu_0617,passe-partout,"passe-""p|t",ueb_g2_decode,"passe-""p|t"
lu_0618,Spartan,"S""pan",ueb_g2_decode,"S""pan"
lu_0619,questionnaire,"""qnaire",ueb_g2_decode,"""qnaire"
lu_0620,unquestionable,"un""qable",ueb_g2_decode,"un""qable"
lu_0621,affrighted,"a6""r$",ueb_g2_decode,"a6""r$"
lu_0622,aright,"a""r",ueb_g2_decode,"a""r"
lu_0623,brighten,"b""r5",ueb_g2_decode,"b""r5"
lu_0624,millwright,"millw""r",ueb_g2_decode,"millw""r"
lu_0625,right-handed,"""r-h&$",ueb_g2_decode,"""r-h&$"
lu_0626,righteous,"""re|s",ueb_g2_decode,"""re|s"
lu_0627,youngest,"""ye/",ueb_g2_decode,"""ye/"
lu_0628,Youngstown,",""yst{n",ueb_g2_decode,",""yst{n"
lu_0629,characteristic,"""*i/ic",ueb_g2_decode,"""*i/ic"
lu_0630,characterise,"""*ise",ueb_g2_decode,"""*ise"
lu_0631,throughout,"""?|t",ueb_g2_decode,"""?|t"
lu_0632,elsewhere,"else"":",ueb_g2_decode,"else"":"
lu_0633,somewhere,"""s"":",ueb_g2_decode,"""s"":"
lu_0634,whereby,""":by",ueb_g2_decode,""":by"
lu_0635,wherein,""":9",ueb_g2_decode,""":9"
lu_0636,drought,"dr""|",ueb_g2_decode,"dr""|"
lu_0637,fought,"f""|",ueb_g2_decode,"f""|"
lu_0638,Houghton,"H""|on",ueb_g2_decode,"H""|on"
lu_0639,oughtn't,"""|n't",ueb_g2_decode,"""|n't"
lu_0640,thoughtful,"?""|;l",ueb_g2_decode,"?""|;l"
lu_0641,coworker,"co""w}",ueb_g2_decode,"co""w}"
lu_0642,fireworks,"fire""ws",ueb_g2_decode,"fire""ws"
lu_0643,stonework,"/""o""w",ueb_g2_decode,"/""o""w"
lu_0644,unworkable,"un""wable",ueb_g2_decode,"un""wable"
lu_0645,workday,"""w""d",ueb_g2_decode,"""w""d"
lu_0646,working,"""w+",ueb_g2_decode,"""w+"
lu_0647,Dayan,Dayan,ueb_g2_decode,Dayan
lu_0648,Sanday,S&ay,ueb_g2_decode,S&ay
lu_0649,today,td,ueb_g2_decode,td
lu_0650,Lucknow,Luckn{,ueb_g2_decode,Luckn{
lu_0651,chlordane,*lordane,ueb_g2_decode,*lordane
lu_0652,chemotherapy,*emo!rapy,ueb_g2_decode,*emo!rapy
lu_0653,Parthenon,P>!non,ueb_g2_decode,P>!non
lu_0654,where'er,:}e'},ueb_g2_decode,:}e'}
lu_0655,wherever,":}""e",ueb_g2_decode,":}""e"
lu_0656,Dworkin,Dwork9,ueb_g2_decode,Dwork9
lu_0657,upon these shores,~u ~! %ores,ueb_g2_decode,~u ~! %ores
lu_0658,Whose are those?,",~: >e ~?8",ueb_g2_decode,",~: >e ~?8"
lu_0659,hereupon,"""h~u",ueb_g2_decode,"""h~u"
lu_0660,whereupon,""":~u",ueb_g2_decode,""":~u"
lu_0661,whosesoever,"~:so""e",ueb_g2_decode,"~:so""e"
lu_0662,thereby,"""!by",ueb_g2_decode,"""!by"
lu_0663,therefore,"""!=e",ueb_g2_decode,"""!=e"
lu_0664,therein,"""!9",ueb_g2_decode,"""!9"
lu_0665,thereupon,"""!~u",ueb_g2_decode,"""!~u"
lu_0666,coupon,c|pon,ueb_g2_decode,c|pon
lu_0667,Dupont,Dupont,ueb_g2_decode,Dupont
lu_0668,hypotheses,hypo!ses,ueb_g2_decode,hypo!ses
lu_0669,Theseus,",!seus",ueb_g2_decode,",!seus"
lu_0670,spathose,spa?ose,ueb_g2_decode,spa?ose
lu_0671,Thoseby,",?oseby",ueb_g2_decode,",?oseby"
lu_0672,bothered,bo!r$,ueb_g2_decode,bo!r$
lu_0673,ethereal,e!r1l,ueb_g2_decode,e!r1l
lu_0674,isothere,iso!re,ueb_g2_decode,iso!re
lu_0675,smithereens,smi!re5s,ueb_g2_decode,smi!re5s
lu_0676,Theresa,",!resa",ueb_g2_decode,",!resa"
lu_0677,withered,)}$,ueb_g2_decode,)}$
lu_0678,Galahad,Gala_h,ueb_g2_decode,Gala_h
lu_0679,haddock,_hdock,ueb_g2_decode,_hdock
lu_0680,Haddon,",_hdon",ueb_g2_decode,",_hdon"
lu_0681,hadji,_hji,ueb_g2_decode,_hji
lu_0682,Hadley,",_hley",ueb_g2_decode,",_hley"
lu_0683,hadn't,_hn't,ueb_g2_decode,_hn't
lu_0684,Chad,",*ad",ueb_g2_decode,",*ad"
lu_0685,Hades,Hades,ueb_g2_decode,Hades
lu_0686,Hadrian,Hadrian,ueb_g2_decode,Hadrian
lu_0687,menhaden,m5had5,ueb_g2_decode,m5had5
lu_0688,shadow,%ad{,ueb_g2_decode,%ad{
lu_0689,Thaddeus,",?addeus",ueb_g2_decode,",?addeus"
lu_0690,asseverate,"ass""eate",ueb_g2_decode,"ass""eate"
lu_0691,beverage,"b""eage",ueb_g2_decode,"b""eage"
lu_0692,Everest,",""ee/",ueb_g2_decode,",""ee/"
lu_0693,everything,"""ey?+",ueb_g2_decode,"""ey?+"
lu_0694,fever,"f""e",ueb_g2_decode,"f""e"
lu_0695,irreverence,"irr""e;e",ueb_g2_decode,"irr""e;e"
lu_0696,nevertheless,"n""e!.s",ueb_g2_decode,"n""e!.s"
lu_0697,reverend,"r""e5d",ueb_g2_decode,"r""e5d"
lu_0698,several,"s""eal",ueb_g2_decode,"s""eal"
lu_0699,Severn,"S""en",ueb_g2_decode,"S""en"
lu_0700,Unilever,"Unil""e",ueb_g2_decode,"Unil""e"
lu_0701,believer,2liev},ueb_g2_decode,2liev}
lu_0702,eversion,ev}.n,ueb_g2_decode,ev}.n
lu_0703,Guinevere,Gu9ev}e,ueb_g2_decode,Gu9ev}e
lu_0704,McKeever,McKeev},ueb_g2_decode,McKeev}
lu_0705,Monteverdi,Montev}di,ueb_g2_decode,Montev}di
lu_0706,persevere,p}sev}e,ueb_g2_decode,p}sev}e
lu_0707,reverberate,rev}b}ate,ueb_g2_decode,rev}b}ate
lu_0708,revere,rev}e,ueb_g2_decode,rev}e
lu_0709,reverify,rev}ify,ueb_g2_decode,rev}ify
lu_0710,severity,sev};y,ueb_g2_decode,sev};y
lu_0711,thievery,?iev}y,ueb_g2_decode,?iev}y
lu_0712,adhere,"ad""h",ueb_g2_decode,"ad""h"
lu_0713,atmosphere,"atmosp""h",ueb_g2_decode,"atmosp""h"
lu_0714,cohere,"co""h",ueb_g2_decode,"co""h"
lu_0715,hereabout,"""hab",ueb_g2_decode,"""hab"
lu_0716,herewith,"""h)",ueb_g2_decode,"""h)"
lu_0717,sphere,"sp""h",ueb_g2_decode,"sp""h"
lu_0718,filename,"file""n",ueb_g2_decode,"file""n"
lu_0719,nameable,"""nable",ueb_g2_decode,"""nable"
lu_0720,renamed,"re""nd",ueb_g2_decode,"re""nd"
lu_0721,surname,"sur""n",ueb_g2_decode,"sur""n"
lu_0722,adhered,adh}$,ueb_g2_decode,adh}$
lu_0723,bothered,bo!r$,ueb_g2_decode,bo!r$
lu_0724,coherence,coh};e,ueb_g2_decode,coh};e
lu_0725,elsewhere,"else"":",ueb_g2_decode,"else"":"
lu_0726,ethereal,e!r1l,ueb_g2_decode,e!r1l
lu_0727,heredity,h}$;y,ueb_g2_decode,h}$;y
lu_0728,Hereford (City),"H}e=d ""<C;y"">",ueb_g2_decode,"H}e=d ""<C;y"">"
lu_0729,enamel,5amel,ueb_g2_decode,5amel
lu_0730,ornament,orna;t,ueb_g2_decode,orna;t
lu_0731,unamended,unam5d$,ueb_g2_decode,unam5d$
lu_0732,Vietnamese,Vietnamese,ueb_g2_decode,Vietnamese
lu_0733,acetone,"acet""o",ueb_g2_decode,"acet""o"
lu_0734,atonement,"at""o;t",ueb_g2_decode,"at""o;t"
lu_0735,baloney,"bal""oy",ueb_g2_decode,"bal""oy"
lu_0736,bygone,"byg""o",ueb_g2_decode,"byg""o"
lu_0737,cone,"c""o",ueb_g2_decode,"c""o"
lu_0738,demonetise,"dem""otise",ueb_g2_decode,"dem""otise"
lu_0739,dishonesty,"4h""o/y",ueb_g2_decode,"4h""o/y"
lu_0740,done,"d""o",ueb_g2_decode,"d""o"
lu_0741,everyone,"""ey""o",ueb_g2_decode,"""ey""o"
lu_0742,honey,"h""oy",ueb_g2_decode,"h""oy"
lu_0743,Jones,"J""os",ueb_g2_decode,"J""os"
lu_0744,lonesome,"l""o""s",ueb_g2_decode,"l""o""s"
lu_0745,Mulroney,"Mulr""oy",ueb_g2_decode,"Mulr""oy"
lu_0746,one-sided,"""o-sid$",ueb_g2_decode,"""o-sid$"
lu_0747,oneness,"""o;s",ueb_g2_decode,"""o;s"
lu_0748,phone,"ph""o",ueb_g2_decode,"ph""o"
lu_0749,scone,"sc""o",ueb_g2_decode,"sc""o"
lu_0750,stonework,"/""o""w",ueb_g2_decode,"/""o""w"
lu_0751,stoney,"/""oy",ueb_g2_decode,"/""oy"
lu_0752,anemone,anemone,ueb_g2_decode,anemone
lu_0753,baroness,b>o;s,ueb_g2_decode,b>o;s
lu_0754,baronet,b>onet,ueb_g2_decode,b>onet
lu_0755,Boone,Boone,ueb_g2_decode,Boone
lu_0756,Cantonese,Cantonese,ueb_g2_decode,Cantonese
lu_0757,colonel,colonel,ueb_g2_decode,colonel
lu_0758,Conestoga,",3e/oga",ueb_g2_decode,",3e/oga"
lu_0759,crooner,croon},ueb_g2_decode,croon}
lu_0760,cushioned,cu%ion$,ueb_g2_decode,cu%ion$
lu_0761,Donegal,Donegal,ueb_g2_decode,Donegal
lu_0762,erroneous,}rone|s,ueb_g2_decode,}rone|s
lu_0763,Hermione,H}mione,ueb_g2_decode,H}mione
lu_0764,Indonesia,",9donesia",ueb_g2_decode,",9donesia"
lu_0765,krone,krone,ueb_g2_decode,krone
lu_0766,Monet,Monet,ueb_g2_decode,Monet
lu_0767,onerous,on}|s,ueb_g2_decode,on}|s
