run_id,chem_id,section_no,source,roundtrip,edit_similarity,chrf,ok
run-2,046053,8,"국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: |공정격리, 국소배기를 사용하거나 공기수준을 노출기준 이하로 유지하시오
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|-안면부 여과식 방진마스크 또는 공기여과식 방진마스크(고효율미립자여과재)또는 전동팬 부착 방진마스크(분진, 미스트, 흄용 여과재)|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
-격리식 전면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 격리식 반면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 직결식 전면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 반면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 전동식 방독마스크|산소가 부족한 경우(&amp;lt;19.6%), 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: |눈에 자극을 일으키거나 기타 건강상의 장해를 일으킬 수 있는 다음과 같은 보안경을 착용하시오. - 가스상태의 유기물질의 경우 밀폐형 보안경 - 증기상태의 유기물질의 경우 보안경 혹은 통기성 보안경 - 입자상 물질의 경우 통기성 보안경||근로자가 접근이 용이한 위치에 긴급세척시설(샤워식) 및 세안설비를 설치하시오
손 보호: |화학물질의 물리적 및 화학적 특성을 고려하여 적절한 재질의 보호장갑을 착용하시오
신체 보호: |화학물질의 물리적 및 화학적 특성을 고려하여 적절한 재질의 보호의복을 착용하시오","국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: |공정격리, 국소배기를 사용하거나 공기수준을 노출기준 이하로 유지하시오
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|(안면부 여과식 방진마스크 또는 공기여과식 방진마스크)고효율미립자여과재(또는 전동팬 부착 방진마스크)분진, 미스트, 흄용 여과재-|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
(격리식 전면형 방독마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 격리식 반면형 방독마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 직결식 전면형 방독 마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 반면형 방독 마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 전동식 방독마스크|산소가 부족한 경우)&amp;lt;19.6%-, 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: |눈에 자극을 일으키거나 기타 건강상의 장해를 일으킬 수 있는 다음과 같은 보안경을 착용하시오. - 가스상태의 유기물질의 경우 밀폐형 보안경 - 증기상태의 유기물질의 경우 보안경 혹은 통기성 보안경 - 입자상 물질의 경우 통기성 보안경||근로자가 접근이 용이한 위치에 긴급세척시설(샤워식) 및 세안설비를 설치하시오
손 보호: |화학물질의 물리적 및 화학적 특성을 고려하여 적절한 재질의 보호장갑을 착용하시오
신체 보호: |화학물질의 물리적 및 화학적 특성을 고려하여 적절한 재질의 보호의복을 착용하시오",0.974747,0.926453,False
run-2,049524,5,"적절한(부적절한) 소화제: 이 물질과 관련된 소화시 알콜 포말, 이산화탄소 또는 물분무를 사용할 것|질식소화시 건조한 모래 또는 흙을 사용할 것
화학물질로부터 생기는 특정 유해성: 인화성 고체|상온에서 불안정함|격렬하게 중합반응하여 화재와 폭발을 일으킬 수 있음|타는 동안 열분해 또는 연소에 의해 자극적이고 매우 유독한 가스가 발생될 수 있음|가열시 용기가 폭발할 수 있음|극인화성; 공기 노출시 스스로 점화함|부식성 물질은 금속과 접촉시 가연성 수소가스를 발생할 수 있음|소화 후에도 재점화할 수 있음|흰색의 짙고 자극적인 흄을 발생하면서 급격히 연소함|독성; 물질의 섭취 및 분해생성물의 흡입은 심각한 부상 및 사망을 초래할 수 있음|일부 증상은 피부흡수로 일어날 수 있음|접촉 시 피부와 눈에 심각한 화상을 입힐 수 있음
화재진압시 착용할 보호구 및 예방조치: 구조자는 적절한 보호구를 착용하시오.|지역을 벗어나 안전거리를 유지하여 소화하시오|용융되어 운송될 수도 있으니 주의하시오|위험하지 않다면 화재지역에서 용기를 옮기시오|탱크 화재시 최대거리에서 소화하거나 무인 소화장비를 이용하시오|탱크 화재시 소화가 진화된 후에도 다량의 물로 용기를 식히시오|탱크 화재시 압력 방출장치에서 고음이 있거나 탱크가 변색할 경우 즉시 물러나시오|탱크 화재시 화염에 휩싸인 탱크에서 물러나시오","적절한(부적절한) 소화제: 이 물질과 관련된 소화시 알콜 포말, 이산화탄소 또는 물분무를 사용할 것|질식소화시 건조한 모래 또는 흙을 사용할 것
화학물질로부터 생기는 특정 유해성: 인화성 고체|상온에서 불안정함|격렬하게 중합반응하여 화재와 폭발을 일으킬 수 있음|타는 동안 열분해 또는 연소에 의해 자극적이고 매우 유독한 가스가 발생될 수 있음|가열시 용기가 폭발할 수 있음|극인화성; 공기 노출시 스스로 점화함|부식성 물질은 금속과 접촉시 가연성 수소가스를 발생할 수 있음|소화 후에도 재점화할 수 있음|흰색의 짙고 자극적인 흄을 발생하면서 급격히 연소함|독성; 물질의 섭취 및 분해생성물의 흡입은 심각한 부상 및 사망을 초래할 수 있음|일부 증상은 피부흡수로 일어날 수 있음|접촉 시 피부와 눈에 심각한 화상을 입힐 수 있음
화재진압시 착용할 보호구 및 예방조치: 구조자는 적절한 보호구를 착용하시오.|지역을 벗어나 안전거리를 유지하여 소화하시오|용융되어 운송될 수도 있으니 주의하시오|위험하지 않다면 화재지역에서 용기를 옮기시오|탱크 화재시 최대거리에서 소화하거나 무인 소화장비를 이용하시오|탱크 화재시 소화가 진화된 후에도 다량의 물로 용기를 식히시오|탱크 화재시 압력 방출장치에서 고음이 있거나 탱크가 변색할 경우 즉시 물러나시오|탱크 화재시 화염에 휩싸인 탱크에서 물러나시오",1.000000,1.000000,True
run-2,006977,14,"유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음","유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음",1.000000,1.000000,True
run-2,031733,11,"가능성이 높은 노출 경로에 관한 정보: 자료없음
경구: 자료없음
경피: 자료없음
흡입: 자료없음
피부부식성 또는 자극성: 자료없음
심한 눈손상 또는 자극성: 자료없음
호흡기과민성: 자료없음
피부과민성: 자료없음
산업안전보건법: 자료없음
고용노동부고시: 자료없음
IARC: 자료없음
OSHA: 자료없음
ACGIH: 자료없음
NTP: 자료없음
EU CLP: 자료없음
환경부: 자료없음
NITE: 자료없음
생식세포변이원성: 자료없음
생식독성: 자료없음
특정 표적장기 독성 (1회 노출): 자료없음
특정 표적장기 독성 (반복 노출): 자료없음
흡인유해성: 자료없음
기타 유해성 영향: 자료없음","가능성이 노.은 노출 경로에 관한 정보: 자료없음
경구: 자료없음
경피: 자료없음
흡입: 자료없음
피부부식성 또는 자극성: 자료없음
심한 눈손상 또는 자극성: 자료없음
호흡기과민성: 자료없음
피부과민성: 자료없음
산업안전보건법: 자료없음
고용노동부고시: 자료없음
IARC: 자료없음
OSHA: 자료없음
ACGIH: 자료없음
NTP: 자료없음
EU CLP: 자료없음
환경부: 자료없음
NITE: 자료없음
생식세포변이원성: 자료없음
생식독성: 자료없음
특정 표적장기 독성 -1회 노출-: 자료없음
특정 표적장기 독성 (반복 노출): 자료없음
흡인유해성: 자료없음
기타 유해성 영향: 자료없음",0.987805,0.966963,False
run-2,041276,15,,,1.000000,1.000000,True
run-2,034688,4,"눈에 들어갔을 때: 자료없음
피부에 접촉했을 때: 자료없음
흡입했을 때: 자료없음
먹었을 때: 자료없음
기타 의사의 주의사항: 자료없음","눈에 들어갔을 때: 자료없음
피부에 접촉했을 때: 자료없음
흡입했을 때: 자료없음
먹었을 때: 자료없음
기타 의사의 주의사항: 자료없음",1.000000,1.000000,True
run-2,041944,2,"유해성·위험성 분류: 자료없음
그림문자: 자료없음
신호어: 자료없음
유해·위험문구: 자료없음
예방: 자료없음
대응: 자료없음
저장: 자료없음
폐기: 자료없음
유해성·위험성 분류기준에 포함되지 않는 기타 유해성·위험성(예. 분진폭발 위험성): 자료없음","유해성·위험성 분류: 자료없음
그림문자: 자료없음
신호어: 자료없음
유해·위험문구: 자료없음
예방: 자료없음
대응: 자료없음
저장: 자료없음
폐기: 자료없음
유해성·위험성 분류기준에 포함되지 않는 기타 유해성·위험성(예. 분진폭발 위험성): 자료없음",1.000000,1.000000,True
run-2,001316,12,"어류: (구분1(급성))|※출처 : 화학물질정보처리시스템
갑각류: (구분1(급성))|※출처 : 화학물질정보처리시스템
조류: (구분1(급성))|※출처 : 화학물질정보처리시스템
잔류성: 자료없음
분해성: 자료없음
농축성: 자료없음
생분해성: (생분해성에 대한 유용한 자료가 없으므로 난분해성으로 간주)
토양이동성: 자료없음
기타 유해 영향: 자료없음","어류: (구분1)급성--|※출처 : 화학물질정보처리시스템
갑각류: (구분1)급성--|※출처 : 화학물질정보처리시스템
조류: (구분1)급성--|※출처 : 화학물질정보처리시스템
잔류성: 자료없음
분해성: 자료없음
농축성: 자료없음
생분해성: (생분해성에 대한 유용한 자료가 없으므로 난분해성으로 간주)
토양이동성: 자료없음
기타 유해 영향: 자료없음",0.953368,0.892015,False
run-2,035724,2,"유해성·위험성 분류: 자료없음
그림문자: 자료없음
신호어: 자료없음
유해·위험문구: 자료없음
예방: 자료없음
대응: 자료없음
저장: 자료없음
폐기: 자료없음
유해성·위험성 분류기준에 포함되지 않는 기타 유해성·위험성(예. 분진폭발 위험성): 자료없음","유해성·위험성 분류: 자료없음
그림문자: 자료없음
신호어: 자료없음
유해·위험문구: 자료없음
예방: 자료없음
대응: 자료없음
저장: 자료없음
폐기: 자료없음
유해성·위험성 분류기준에 포함되지 않는 기타 유해성·위험성(예. 분진폭발 위험성): 자료없음",1.000000,1.000000,True
run-2,030369,8,"국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: 자료없음
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|-안면부 여과식 방진마스크 또는 공기여과식 방진마스크(고효율미립자여과재)또는 전동팬 부착 방진마스크(분진, 미스트, 흄용 여과재)|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
-격리식 전면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 격리식 반면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 직결식 전면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 반면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 전동식 방독마스크|산소가 부족한 경우(&amp;lt;19.6%), 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음","국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: 자료없음
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|(안면부 여과식 방진마스크 또는 공기여과식 방진마스크)고효율미립자여과재(또는 전동팬 부착 방진마스크)분진, 미스트, 흄용 여과재-|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
(격리식 전면형 방독마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 격리식 반면형 방독마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 직결식 전면형 방독 마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 반면형 방독 마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 전동식 방독마스크|산소가 부족한 경우)&amp;lt;19.6%-, 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음",0.960317,0.884140,False
run-2,039822,14,"유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음","유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음",1.000000,1.000000,True
run-2,026399,7,"안전취급요령: 자료없음
안전한 저장방법: 자료없음","안전취급요령: 자료없음
안전한 저장방법: 자료없음",1.000000,1.000000,True
run-2,042961,6,"인체를 보호하기 위해 필요한 조치사항 및 보호구: 자료없음
환경을 보호하기 위해 필요한 조치사항: 자료없음
정화 또는 제거 방법: 자료없음","인체를 보호하기 위해 필요한 조치사항 및 보호구: 자료없음
환경을 보호하기 위해 필요한 조치사항: 자료없음
정화 또는 제거 방법: 자료없음",1.000000,1.000000,True
run-2,037880,10,"화학적 안정성 및 유해 반응의 가능성: 고온에서 분해되어 독성가스를 생성할 수 있음|가열시 용기가 폭발할 수 있음|일부는 탈 수 있으나 쉽게 점화하지 않음|비인화성, 물질 자체는 타지 않으나 가열시 분해하여 부식성/독성 흄을 발생할 수 있음
피해야 할 조건: 열, 스파크, 화염 등 점화원
피해야 할 물질: 가연성 물질, 환원성 물질
분해시 생성되는 유해물질: 부식성/독성 흄|자극성, 독성 가스|자극성, 부식성, 독성 가스","화학적 안정성 및 유해 반응의 가능성: 고온에서 분해되어 독성가스를 생성할 수 있음|가열시 용기가 폭발할 수 있음|일부는 탈 수 있으나 쉽게 점화하지 않음|비인화성, 물질 자체는 타지 않으나 가열시 분해하여 부식성/독성 흄을 발생할 수 있음
피해야 할 조건: 열, 스파크, 화염 등 점화원
피해야 할 물질: 가연성 물질, 환원성 물질
분해시 생성되는 유해물질: 부식성/독성 흄|자극성, 독성 가스|자극성, 부식성, 독성 가스",1.000000,1.000000,True
run-3,028806,4,"눈에 들어갔을 때: 자료없음
피부에 접촉했을 때: 자료없음
흡입했을 때: 자료없음
먹었을 때: 자료없음
기타 의사의 주의사항: 자료없음","눈에 들어갔을 때: 자료없음
피부에 접촉했을 때: 자료없음
흡입했을 때: 자료없음
먹었을 때: 자료없음
기타 의사의 주의사항: 자료없음",1.000000,1.000000,True
run-3,036113,9,"외관: 자료없음
성상: 자료없음
색상: 자료없음
냄새: 자료없음
냄새역치: 자료없음
pH: 자료없음
녹는점/어는점: 자료없음
초기 끓는점과 끓는점 범위: 자료없음
인화점: 자료없음
증발속도: 자료없음
인화성(고체, 기체): 자료없음
인화 또는 폭발 범위의 상한/하한: 자료없음
증기압: 자료없음
용해도: 자료없음
증기밀도: 자료없음
비중: 자료없음
n-옥탄올/물분배계수 (Kow): 자료없음
자연발화온도: 자료없음
분해온도: 자료없음
점도: 자료없음
분자량: 자료없음","외관: 자료없음
성상: 자료없음
색상: 자료없음
냄새: 자료없음
냄새역치: 자료없음
pH: 자료없음
녹는점/어는점: 자료없음
초기 끓는점과 끓는점 범위: 자료없음
인화점: 자료없음
증발속도: 자료없음
인화성(고체, 기체): 자료없음
인화 또는 폭발 범위의 상한/하한: 자료없음
증기압: 자료없음
용해도: 자료없음
증기밀도: 자료없음
비중: 자료없음
n(옥탄올/물분배계수 (Kow): 자료없음
자연발화온도: 자료없음
분해온도: 자료없음
점도: 자료없음
분자량: 자료없음",0.996169,0.986416,False
run-3,037552,2,"유해성·위험성 분류: 자료없음
그림문자: 자료없음
신호어: 자료없음
유해·위험문구: 자료없음
예방: 자료없음
대응: 자료없음
저장: 자료없음
폐기: 자료없음
유해성·위험성 분류기준에 포함되지 않는 기타 유해성·위험성(예. 분진폭발 위험성): 자료없음","유해성·위험성 분류: 자료없음
그림문자: 자료없음
신호어: 자료없음
유해·위험문구: 자료없음
예방: 자료없음
대응: 자료없음
저장: 자료없음
폐기: 자료없음
유해성·위험성 분류기준에 포함되지 않는 기타 유해성·위험성(예. 분진폭발 위험성): 자료없음",1.000000,1.000000,True
run-3,097494,7,"안전취급요령: 피해야할 물질 및 조건에 유의하시오|취급 후 철저히 씻으시오|공학적 관리 및 개인보호구를 참조하여 작업하시오|고온에 주의하시오
안전한 저장방법: 밀폐하여 보관하시오|서늘하고 건조한 장소에 저장하시오|피해야할 물질 및 조건에 유의하시오","안전취급요령: 피해야할 물질 및 조건에 유의하시오|취급 후 철저히 씻으시오|공학적 관리 및 개인보호구를 참조하여 작업하시오|고온에 주의하시오
안전한 저장방법: 밀폐하여 보관하시오|서늘하고 건조한 장소에 저장하시오|피해야할 물질 및 조건에 유의하시오",1.000000,1.000000,True
run-3,008404,7,"안전취급요령: 자료없음
안전한 저장방법: 자료없음","안전취급요령: 자료없음
안전한 저장방법: 자료없음",1.000000,1.000000,True
run-3,012620,16,"자료의 출처: 자료없음
최초작성일자: 자료없음
개정횟수: 자료없음
최종 개정일자: 자료없음
기타: 자료없음","자료의 출처: 자료없음
최초작성일자: 자료없음
개정횟수: 자료없음
최종 개정일자: 자료없음
기타: 자료없음",1.000000,1.000000,True
run-3,026871,14,"유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음","유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음",1.000000,1.000000,True
run-3,016232,1,"제품명: 이소부틸아민
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음","제품명: 이소부틸아민
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음",1.000000,1.000000,True
run-3,020762,8,"국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: 자료없음
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|-안면부 여과식 방진마스크 또는 공기여과식 방진마스크(고효율미립자여과재)또는 전동팬 부착 방진마스크(분진, 미스트, 흄용 여과재)|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
-격리식 전면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 격리식 반면형 방독마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 직결식 전면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 반면형 방독 마스크(유기화합물용(산성가스인 경우 산성가스용)) 또는 전동식 방독마스크|산소가 부족한 경우(&amp;lt;19.6%), 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음","국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: 자료없음
호흡기 보호: |노출되는 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용 하시오|(안면부 여과식 방진마스크 또는 공기여과식 방진마스크)고효율미립자여과재(또는 전동팬 부착 방진마스크)분진, 미스트, 흄용 여과재-|기체/액체물질의 경우 다음과 같은 호흡기 보호구가 권고됨 
(격리식 전면형 방독마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 격리식 반면형 방독마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 직결식 전면형 방독 마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 반면형 방독 마스크)유기화합물용(산성가스인 경우 산성가스용-- 또는 전동식 방독마스크|산소가 부족한 경우)&amp;lt;19.6%-, 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음",0.960317,0.884140,False
run-3,002100,14,"유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음","유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음",1.000000,1.000000,True
run-3,016195,14,"유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음","유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음",1.000000,1.000000,True
run-3,008404,1,"제품명: 나트륨 아크릴산염-아크릴아마이드-N,N''-메틸렌비스(아크릴아마이드) 중합체(SODIUM ACRYLATE-ACRY...
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음","제품명: 나트륨 아크릴산염(아크릴아마이드)N,N''(메틸렌비스)아크릴아마이드- 중합체(SODIUM ACRYLATE)ACRY...
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음",0.956204,0.865182,False
run-3,039303,1,"제품명: N-(1-Oxooctadecyl)-L-glutamic acid monosodium salt
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음","제품명: N--1-Oxooctadecyl--L-glutamic acid monosodium salt
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음",0.983471,0.940500,False
run-3,000578,3,"물질명: 니트로펜
CAS 번호: 1836-75-5
함유량(%): 100%","물질명: 니트로펜
CAS 번호: 1836-75-5
함유량-%-: 100%",0.950000,0.855113,False
run-3,007249,14,"유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음","유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음",1.000000,1.000000,True
run-3,011208,8,"국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: |공정격리, 국소배기를 사용하거나, 공기수준을 노출기준 이하로 조절하는 다른 공학적 관리를 하시오.||운전시 먼지, 흄 또는 미스트를 발생하는 경우, 공기 오염이 노출기준 이하로 유지되도록 환기하시오||이 물질을 저장하거나 사용하는 설비는 세안설비와 안전 샤워를 설치하시오.
호흡기 보호: |노출되는 입자상 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용하시오|입자상 물질의 경우 다음과 같은 호흡기 보호구가 권고됨
- 안면부 여과식 방진마스크 또는 공기 여과식 방진마스크(고효율 미립자 여과재) 또는 전동팬 부착방진 마스크(분진, 미스트, 흄용 여과재)|산소가 부족한 경우(&amp;lt;19.6%), 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: |눈에 자극을 일으키거나 기타 건강상의 장해를 일으킬 수 있는 입자상 물질에 대하여 눈을 보호하기 위하여 통기성 보안경을 착용하시오||근로자가 접근이 용이한 위치에 긴급세척시설(샤워식) 및 세안설비를 설치하시오
손 보호: |화학물질의 물리적 및 화학적 특성을 고려하여 적절한 재질의 보호장갑을 착용하시오
신체 보호: |화학물질의 물리적 및 화학적 특성을 고려하여 적절한 재질의 보호의복을 착용하시오","국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: |공정격리, 국소배기를 사용하거나, 공기수준을 노출기준 이하로 조절하는 다른 공학적 관리를 하시오.||운전시 먼지, 흄 또는 미스트를 발생하는 경우, 공기 오염이 노출기준 이하로 유지되도록 환기하시오||이 물질을 저장하거나 사용하는 설비는 세안설비와 안전 샤워를 설치하시오.
호흡기 보호: |노출되는 입자상 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용하시오|입자상 물질의 경우 다음과 같은 호흡기 보호구가 권고됨
- 안면부 여과식 방진마스크 또는 공기 여과식 방진마스크(고효율 미립자 여과재) 또는 전동팬 부착방진 마스크(분진, 미스트, 흄용 여과재)|산소가 부족한 경우-&amp;lt;19.6%-, 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: |눈에 자극을 일으키거나 기타 건강상의 장해를 일으킬 수 있는 입자상 물질에 대하여 눈을 보호하기 위하여 통기성 보안경을 착용하시오||근로자가 접근이 용이한 위치에 긴급세척시설(샤워식) 및 세안설비를 설치하시오
손 보호: |화학물질의 물리적 및 화학적 특성을 고려하여 적절한 재질의 보호장갑을 착용하시오
신체 보호: |화학물질의 물리적 및 화학적 특성을 고려하여 적절한 재질의 보호의복을 착용하시오",0.997063,0.989670,False
run-3,035700,3,"물질명: Magnesium permanganate
CAS 번호: 10377-62-5
함유량(%): 100%","물질명: Ma에머도⠍ permanganate
CAS 번호: 10377-62-5
함유량-%-: 100%",0.847458,0.743141,False
